CGDID	A19ID	GeneName
C2_00440W_A	orf19.2087	SAS2
C2_00450C_A	orf19.2084	CDH1
C2_00460W_A	orf19.2082	SAP30
C2_00470W_A	orf19.2081	POM152
C2_00480C_A	orf19.2079	PHHB
C2_00490W_A	orf19.2078	
C2_00500W_A	orf19.2077	ZCF9
C2_00510W_A	orf19.2076	
C2_00520W_A	orf19.2075	DFG5
C2_00530W_A	orf19.2074	
C2_00540W_A	orf19.2073	
C2_00550W_A	orf19.2072	
C2_00560W_A	orf19.2071	
C2_00570W_A	orf19.2070	
C2_00580C_A	orf19.2069	SMF3
C2_00590W_A	orf19.2068	
C2_00600C_A	orf19.2067	
C2_00610C_A	orf19.2066.1	ATP18
C2_00620C_A	orf19.2066	
C2_00630C_A	orf19.2065	
C2_00640W_A	orf19.2064	
C2_00650W_A	orf19.2063	
C2_00660C_A	orf19.2062	SOD4
C2_00670C_A	orf19.2061	
C2_00680C_A	orf19.2060	SOD5
C2_00690W_A	orf19.2059	
C2_00700W_A	orf19.2057	
C2_00710W_A	orf19.2055	NPL6
C2_00720C_A	orf19.2054	FGR15
C2_00730C_A	orf19.2051	
C2_00740C_A	orf19.2050	
C2_00750W_A	orf19.2049	
C2_00760C_A	orf19.2048	
C2_00770W_A	orf19.2047	
C2_00780W_A	orf19.2046	POT1-2
C2_00790C_A	orf19.2045	
C2_00800C_A	orf19.2044	PGA27
C2_00810C_A	orf19.2043	
C2_00820W_A	orf19.2042	
C2_00830C_A	orf19.2041	
C2_00840W_A	orf19.2040	
C2_00850W_A	orf19.2039	MSF1
C2_00860C_A	orf19.2038	
C2_00870W_A	orf19.2037	
C2_00880W_A	orf19.2036	
C2_00890W_A	orf19.2035	
C2_00900W_A	orf19.2034	
C2_00910W_A	orf19.2033	PGA19
C2_00920W_A	orf19.2032	
C2_00930C_A	orf19.2031	VPS24
C2_00940W_A	orf19.2030	
C2_00950C_A	orf19.2029	RFC5
C2_00960C_A	orf19.2028	MXR1
C2_00970C_A	orf19.2026	UBP13
C2_00980W_A	orf19.2025	
C2_00990W_A	orf19.2024	
C2_01000W_A	orf19.2023	HGT7
C2_01010W_A	orf19.2021	HGT8
C2_01020W_A	orf19.2020	HGT6
C2_01030W_A	orf19.2019	
C2_01040W_A	orf19.2018.1	
C2_01050W_A	orf19.2018.2	
C2_01060C_A	orf19.2018	
C2_01070W_A	orf19.2017	
C2_01080C_A	tL(CAA)2	tL(CAA)2
C2_01090C_A	orf19.2016	ERG28
C2_01110C_A	orf19.2014	BCY1
C2_01120W_A	orf19.2013	KAR2
C2_01130W_A	orf19.2012	NOT3
C2_01140C_A	orf19.2010	
C2_01150W_A	orf19.2009	PEX12
C2_01160W_A	orf19.2008	
C2_01170C_A	orf19.2007	
C2_01180W_A	orf19.2006.1	COX17
C2_01190C_A	orf19.2006	
C2_01200C_A	orf19.2005	REG1
C2_01210C_A	orf19.2003	HNM1
C2_01220W_A	orf19.2002	
C2_01230W_A	orf19.2001	
C2_01240C_A	orf19.2000	
C2_01250W_A	orf19.1999	
C2_01260W_A	orf19.1998	
C2_01270W_A	orf19.1996	CHA1
C2_01290C_A	tL(UAA)1	tL(UAA)1
C2_01300C_A	orf19.1995	MNN24
C2_01310W_A	orf19.1994	
C2_01320W_A	orf19.1993	
C2_01330C_A	orf19.1992	SIR2
C2_01340W_A	orf19.1991	
C2_01350C_A	orf19.1990	SNX4
C2_01360C_A	orf19.1989	DCW1
C2_01370C_A	orf19.1441	
C2_01380W_A	orf19.1442	PLB4.5
C2_01390W_A	orf19.1444	
C2_01400C_A	orf19.1445	ESC4
C2_01410C_A	orf19.1446	CLB2
C2_01420C_A	orf19.1447	
C2_01430W_A	orf19.1448	APT1
C2_01440C_A	orf19.1448.1	
C2_01450C_A	orf19.1449	
C2_01460C_A	orf19.1450	
C2_01470W_A	orf19.1451	SRB9
C2_01480W_A	orf19.1453	SPT5
C2_01490C_A	orf19.1457	
C2_01500W_A	orf19.1456	
C2_01510C_A	orf19.1458	
C2_01520W_A	orf19.1459	PPE1
C2_01530C_A	orf19.1460	
C2_01540W_A	orf19.1461	
C2_01550W_A	orf19.1462	SMP2
C2_01560W_A	orf19.1464	BMT5
C2_01570W_A	orf19.1465	
C2_01580W_A	orf19.1466	REX2
C2_01590W_A	orf19.1467	COX13
C2_01600C_A	orf19.1468	CDC55
C2_01610C_A	orf19.1470	RPS26A
C2_01620W_A	orf19.1471	COX4
C2_01630W_A	orf19.1473	
C2_01640W_A	orf19.1474	SLA1
C2_01650W_A	orf19.1476	
C2_01660C_A	orf19.1477	
C2_01670C_A	orf19.1478	STT3
C2_01680C_A	orf19.1479	
C2_01690W_A	orf19.1480	
C2_01700C_A	orf19.1481	HAP42
C2_01710W_A	orf19.1482	HSK3
C2_01720C_A	orf19.1483	
C2_01730W_A	orf19.1484	
C2_01740C_A	orf19.1485	
C2_01750C_A	orf19.1486	
C2_01760C_A	orf19.1488	
C2_01770C_A	tL(CAA)1	tL(CAA)1
C2_01780W_A	orf19.1490	MSB2
C2_01800W_A	orf19.1490.1	
C2_01820C_A	orf19.1491	
C2_01830W_A	orf19.1492	PRP39
C2_01840C_A	orf19.1493	RAD7
C2_01850W_A	orf19.1494	RAD23
C2_01860C_A	orf19.1495	
C2_01870C_A	orf19.1496	
C2_01880C_A	orf19.1497	ZCF6
C2_01890W_A	orf19.1499	CTF1
C2_01900C_A	orf19.1500	
C2_01910W_A	orf19.1502	
C2_01920C_A	orf19.1504	
C2_01930C_A	orf19.1505	
C2_01940C_A	orf19.1506	
C2_01950C_A	orf19.1507	AMN1
C2_01960C_A	orf19.1508	
C2_01970C_A	orf19.1509	ROD1
C2_01980C_A	orf19.1510	SRD1
C2_01990C_A	orf19.1513	FAB1
C2_02000W_A	orf19.1514	
C2_02010C_A	orf19.1515	CHT4
C2_02020W_A	orf19.1516	
C2_02030W_A	orf19.1517	ARO3
C2_02040W_A	orf19.1519	
C2_02050C_A	orf19.1522	
C2_02060C_A	orf19.1523	FMO1
C2_02070W_A	orf19.1524	SPR3
C2_02080W_A	snR48	
C2_02090W_A	orf19.1525	
C2_02100W_A	orf19.1526	SNF2
C2_02110C_A	orf19.1527	
C2_02120W_A	orf19.1528	
C2_02130C_A	orf19.1529	
C2_02140C_A	orf19.1530	
C2_02150C_A	orf19.1531	
C2_02160W_A	orf19.1532	SAM37
C2_02170W_A	orf19.1533	
C2_02180W_A	orf19.1534	
C2_02190C_A	orf19.1535	
C2_02200W_A	orf19.1536	ZRC1
C2_02210C_A	orf19.1538	TLG2
C2_02220C_A	orf19.1539	
C2_02230C_A	orf19.1541	
C2_02240C_A	orf19.1542	HEX3
C2_02250C_A	orf19.1543	OPI1
C2_02260W_A	orf19.1544	
C2_02270C_A	orf19.1545	
C2_02280W_A	orf19.1546	
C2_02290C_A	orf19.1547	
C2_02300W_A	orf19.1548	
C2_02310W_A	orf19.1549	
C2_02320C_A	orf19.1552	CPR3
C2_02330W_A	orf19.1551	
C2_02340C_A	orf19.1553	ENT3
C2_02350C_A	orf19.1555	SAC3
C2_02360C_A	orf19.1557	
C2_02370C_A	orf19.1559	HOM2
C2_02380W_A	orf19.1560	POB3
C2_02390W_A	orf19.1562	
C2_02400W_A	orf19.1563	ECM3
C2_02410W_A	orf19.1564	
C2_02420C_A	orf19.1565	
C2_02430W_A	orf19.1566	UTP21
C2_02440W_A	orf19.1567	
C2_02450C_A	orf19.1569	UTP22
C2_02460W_A	orf19.1570	ERG7
C2_02470C_A	orf19.1571	ATO7
C2_02480W_A	tV(AAC)1	tV(AAC)1
C2_02490C_A	orf19.1573	
C2_02500W_A	orf19.1574	
C2_02510W_A	orf19.1575	PRS1
C2_02520W_A	orf19.1576	
C2_02530W_A	orf19.1577	
C2_02540W_A	orf19.1578	
C2_02550C_A	orf19.1580	
C2_02560W_A	orf19.1581	
C2_02570W_A	orf19.1582	
C2_02580W_A	orf19.1584	
C2_02590W_A	orf19.1585	ZRT2
C2_02600C_A	orf19.1586	FGR22
C2_02610C_A	orf19.1587	HGT20
C2_02620W_A	orf19.1588	
C2_02630W_A	orf19.1589	
C2_02640C_A	orf19.1589.1	BNA32
C2_02650C_A	orf19.5842	
C2_02660W_A	orf19.5841	
C2_02670C_A	orf19.5840	
C2_02680W_A	orf19.5839	PDR17
C2_02690W_A	orf19.5838	SER2
C2_02700C_A	orf19.5837	
C2_02710C_A	orf19.5835	
C2_02720W_A	orf19.5834	
C2_02730W_A	orf19.5833	
C2_02740C_A	orf19.5832	HPT1
C2_02750C_A	orf19.5831	
C2_02760W_A	orf19.5830	LHS1
C2_02770W_A	orf19.5828	
C2_02780C_A	orf19.5827	BUB2
C2_02790C_A	orf19.5826	
C2_02800W_A	orf19.5825.1	
C2_02810C_A	orf19.5825	NCB2
C2_02820C_A	orf19.5824	
C2_02830C_A	orf19.5823	SGT2
C2_02840C_A	orf19.5821	
C2_02850W_A	orf19.5820	UGA6
C2_02860W_A	orf19.5818	SUR2
C2_02870W_A	orf19.5817	
C2_02880C_A	orf19.5816	EBP7
C2_02890W_A	orf19.5815	SCT2
C2_02900W_A	orf19.5814	ERI1
C2_02910W_A	orf19.5814.1	
C2_02920W_A	orf19.5813	
C2_02930C_A	orf19.5812	
C2_02940W_A	orf19.5811	MET1
C2_02950W_A	orf19.5809	BNA31
C2_02960C_A	orf19.5808	
C2_02970C_A	orf19.5806	ALD5
C2_02980C_A	orf19.5805	DLD1
C2_02990C_A	orf19.5804	HYU1
C2_03000C_A	orf19.5802	
C2_03010C_A	orf19.5801	RNR21
C2_03020C_A	orf19.5799	
C2_03030W_A	orf19.5798	LIG4
C2_03040W_A	orf19.5797	PLC2
C2_03050W_A	orf19.5796	SHE9
C2_03060W_A	orf19.5793	PR26
C2_03070C_A	orf19.5792	SMP3
C2_03080W_A	orf19.5791	IDH2
C2_03090C_A	orf19.5789	ADE8
C2_03100W_A	orf19.5788	EFT2
C2_03110W_A	orf19.5785	
C2_03120W_A	orf19.5784	AMO1
C2_03130W_A	orf19.5783	
C2_03140C_A	orf19.5782	
C2_03150C_A	orf19.5780	
C2_03160C_A	orf19.5779	RNR1
C2_03170W_A	orf19.5777	
C2_03180C_A	orf19.5776	TOM1
C2_03200W_A	orf19.910	PRP3
C2_03210W_A	orf19.909.1	
C2_03220C_A	orf19.909	STP4
C2_03230C_A	orf19.908	FEN12
C2_03240C_A	orf19.906	ROM2
C2_03250W_A	orf19.905	AVT7
C2_03260W_A	orf19.904	
C2_03270W_A	orf19.903	GPM1
C2_03280W_A	orf19.900	NSP1
C2_03290W_A	orf19.899	
C2_03300W_A	orf19.898	HEM2
C2_03310C_A	orf19.897	VPS20
C2_03320W_A	orf19.896	CHK1
C2_03330C_A	orf19.895	HOG1
C2_03340W_A	orf19.894	
C2_03350W_A	orf19.893	PGA17
C2_03360W_A	orf19.891	
C2_03370W_A	orf19.889	THI20
C2_03380W_A	orf19.886	PAN1
C2_03390C_A	orf19.882	HSP78
C2_03400C_A	orf19.881	DFG16
C2_03410W_A	orf19.880	
C2_03420C_A	orf19.879	
C2_03430W_A	orf19.878	NBN1
C2_03440W_A	orf19.876	PGA33
C2_03450W_A	orf19.875	
C2_03460C_A	orf19.874	
C2_03470C_A	orf19.873.1	COX6
C2_03480C_A	orf19.873	
C2_03490C_A	orf19.872	
C2_03500W_A	orf19.871	
C2_03520C_A	orf19.868	ADAEC
C2_03530W_A	orf19.867	
C2_03540W_A	orf19.866	RAD32
C2_03550C_A	orf19.864	
C2_03560C_A	orf19.863	
C2_03570C_A	orf19.862	
C2_03580W_A	snR43b	
C2_03590C_A	orf19.861	CAP4
C2_03600W_A	orf19.860	BMT8
C2_03610W_A	orf19.857	FMO2
C2_03620W_A	orf19.856	IFK2
C2_03630W_A	orf19.855	
C2_03640W_A	orf19.854	UGA11
C2_03660W_A	tE(CUC)1	tE(CUC)1
C2_03670W_A	orf19.853	SAP99
C2_03680W_A	orf19.852	SAP98
C2_03690C_A	orf19.851	MNN42
C2_03700W_A	orf19.850	
C2_03710W_A	orf19.849	MNN41
C2_03720W_A	orf19.848	PGA16
C2_03730W_A	tR(UCU)2	tR(UCU)2
C2_03740W_A	tF(GAA)2	tF(GAA)2
C2_03750W_A	orf19.847	YIM1
C2_03760C_A	orf19.846	
C2_03770C_A	orf19.844	STE11
C2_03780C_A	orf19.843	
C2_03790C_A	orf19.842	ASR3
C2_03800C_A	orf19.841	
C2_03810C_A	orf19.840	RPL21A
C2_03820C_A	orf19.838.1	RPS9B
C2_03830W_A	orf19.839	
C2_03840C_A	orf19.837.1	INO4
C2_03850W_A	tR(UCU)3	tR(UCU)3
C2_03860W_A	tF(GAA)3	tF(GAA)3
C2_03870W_A	orf19.837	GNA1
C2_03880C_A	orf19.836.1	
C2_03890W_A	orf19.836	
C2_03900C_A	orf19.835	
C2_03910C_A	orf19.834	
C2_03920C_A	orf19.832	GPI13
C2_03930C_A	orf19.831	SNF6
C2_03940C_A	orf19.829	SCH9
C2_03950W_A	orf19.828	
C2_03960W_A	orf19.827.1	RPL39
C2_03970W_A	orf19.827	
C2_03980C_A	orf19.826	MED1
C2_03990W_A	orf19.825	GCD7
C2_04000C_A	orf19.823	
C2_04010C_A	orf19.822	HSP21
C2_04020C_A	orf19.820	SDS22
C2_04030C_A	orf19.819	ACP12
C2_04040C_A	orf19.816	DCK2
C2_04050C_A	orf19.815	DCK1
C2_04060C_A	orf19.814	SSY1
C2_04070C_A	SNRNAU2	
C2_04080W_A	orf19.813	
C2_04090W_A	orf19.812	
C2_04100W_A	orf19.811	
C2_04110W_A	orf19.810	
C2_04120C_A	orf19.809	
C2_04130W_A	orf19.808	
C2_04140W_A	orf19.807	CHS5
C2_04150C_A	orf19.806	VMA7
C2_04160W_A	orf19.805	
C2_04170C_A	orf19.804.1	
C2_04180C_A	orf19.804	
C2_04190C_A	orf19.802	UGA1
C2_04200W_A	orf19.801	TBF1
C2_04210W_A	orf19.799	STE4
C2_04220C_A	orf19.798	TAF14
C2_04230W_A	orf19.797	BAT21
C2_04240C_A	orf19.796	HYM1
C2_04250W_A	orf19.795	VPS36
C2_04260W_A	orf19.794	SSN3
C2_04270W_A	orf19.793	CAK1
C2_04280W_A	orf19.792	
C2_04290W_A	orf19.791	RIM11
C2_04300C_A	orf19.1592	
C2_04310W_A	orf19.1591	ERG10
C2_04320W_A	orf19.1590	
C2_04330C_A	orf19.4521	
C2_04340C_A	orf19.4520	
C2_04350C_A	orf19.4519	SUV3
C2_04360W_A	orf19.4518	
C2_04370W_A	orf19.4517	
C2_04380C_A	orf19.4516	
C2_04390W_A	orf19.4515	
C2_04400W_A	orf19.4513	
C2_04410W_A	orf19.4511	
C2_04420W_A	orf19.4510	IFA4
C2_04430W_A	orf19.4509	
C2_04440W_A	orf19.4508	
C2_04450W_A	orf19.4507	
C2_04460W_A	orf19.4506	LYS22
C2_04470W_A	orf19.4505	ADH3
C2_04480W_A	orf19.4504	
C2_04490W_A	orf19.4503	
C2_04500W_A	orf19.4502	
C2_04510W_A	orf19.4499	RIM2
C2_04520C_A	orf19.4498	
C2_04530W_A	orf19.4497	MED8
C2_04540C_A	orf19.4496	GDT1
C2_04550C_A	orf19.4495	NDH51
C2_04560W_A	orf19.4494	KTR2
C2_04570W_A	orf19.4492	
C2_04580W_A	orf19.4491	ERG20
C2_04590C_A	orf19.4490.2	QCR8
C2_04600C_A	orf19.4490	RPL17B
C2_04610C_A	snR189b	
C2_04620W_A	orf19.4488	
C2_04640C_A	orf19.144	SNU114
C2_04650C_A	orf19.145	RPB4
C2_04660C_A	orf19.147	YAK1
C2_04670W_A	orf19.149	
C2_04680W_A	orf19.150	TIM17
C2_04690C_A	orf19.151	TPO5
C2_04700C_A	orf19.154	
C2_04710C_A	orf19.155	URE2
C2_04720C_A	orf19.156	FGR51
C2_04730W_A	orf19.194	
C2_04740C_A	orf19.193	
C2_04750W_A	orf19.192	
C2_04760W_A	orf19.191	KIC1
C2_04770W_A	orf19.190	
C2_04780W_A	orf19.188	
C2_04790C_A	orf19.185	
C2_04800C_A	orf19.184	MDM10
C2_04810W_A	orf19.183	HIS3
C2_04820W_A	orf19.182	
C2_04830W_A	orf19.4128	
C2_04850C_A	orf19.4127	
C2_04860W_A	orf19.4125	PZF1
C2_04870C_A	orf19.4123	
C2_04880C_A	orf19.3521	ARH2
C2_04890C_A	tD(GUC)5	tD(GUC)5
C2_04910W_A	orf19.3522	
C2_04920W_A	tG(GCC)3	tG(GCC)3
C2_04930C_A	orf19.3523	CRK1
C2_04940C_A	orf19.3526	ITR1
C2_04950C_A	orf19.3527	CYT1
C2_04960C_A	orf19.3528	
C2_04970W_A	orf19.3529	ABP2
C2_04980C_A	orf19.3530	CKA2
C2_04990W_A	orf19.3531	
C2_05000C_A	orf19.3532	MRPL10
C2_05010W_A	tT(AGU)4	tT(AGU)4
C2_05020W_A	orf19.3533	
C2_05030C_A	orf19.3534	RHO3
C2_05040C_A	orf19.3535	
C2_05050C_A	orf19.3536	
C2_05060C_A	orf19.3537	
C2_05070W_A	orf19.3538	FRE9
C2_05080C_A	orf19.3539	
C2_05090W_A	orf19.3540	MAK5
C2_05100C_A	orf19.3541	ERF1
C2_05110W_A	orf19.3542	LEM3
C2_05120C_A	orf19.3543	
C2_05130W_A	orf19.3544	
C2_05140W_A	orf19.3545	CDC15
C2_05150W_A	orf19.3546	PEX2
C2_05160C_A	orf19.3547	
C2_05170W_A	orf19.3548	
C2_05180W_A	orf19.3548.1	WH11
C2_05190W_A	orf19.3549	CDC21
C2_05200C_A	orf19.3550	SGO1
C2_05210W_A	orf19.3551	DAD2
C2_05220C_A	orf19.3552	
C2_05230C_A	orf19.3553	RPF2
C2_05240C_A	tQ(UUG)3	tQ(UUG)3
C2_05250C_A	orf19.3554	AAT1
C2_05260W_A	orf19.3555	BUD14
C2_05270W_A	orf19.3556	
C2_05280C_A	orf19.3557	GPI19
C2_05290C_A	orf19.3558	
C2_05300C_A	orf19.3559	
C2_05310C_A	CD39	
C2_05320W_A	orf19.3561	CDC7
C2_05330C_A	orf19.3563	
C2_05340C_A	orf19.3564	RPC40
C2_05350C_A	orf19.3565	
C2_05360C_A	orf19.3567	BIO32
C2_05370C_A	orf19.3568	RXT3
C2_05380W_A	orf19.3569	
C2_05390C_A	orf19.3571	
C2_05400W_A	orf19.3572	
C2_05410W_A	orf19.3572.3	
C2_05420C_A	snR63	
C2_05430C_A	tI(AAU)3	tI(AAU)3
C2_05440W_A	orf19.3573	PEX6
C2_05450C_A	orf19.3574	MDJ2
C2_05460W_A	orf19.3575	CDC19
C2_05470W_A	orf19.3577	COQ5
C2_05480C_A	orf19.3577.1	
C2_05490W_A	orf19.3578	
C2_05500W_A	orf19.3579	ATP4
C2_05510C_A	orf19.3581	
C2_05520W_A	orf19.3582	
C2_05530C_A	orf19.3583	
C2_05540C_A	orf19.6866	
C2_05550W_A	orf19.6867	
C2_05560W_A	orf19.6868	
C2_05570C_A	orf19.6869	
C2_05580W_A	orf19.6871	
C2_05590C_A	orf19.6872	
C2_05600W_A	snR56	
C2_05610C_A	orf19.6873	RPS8A
C2_05620W_A	orf19.6873.1	KTI11
C2_05630C_A	tS(AGA)4	tS(AGA)4
C2_05640W_A	orf19.6874	
C2_05650W_A	orf19.6875	VPS35
C2_05660W_A	orf19.6877	PNG2
C2_05670C_A	orf19.6879	
C2_05680W_A	orf19.6880	COG4
C2_05690C_A	orf19.6881	YTH1
C2_05700W_A	orf19.6882	OSM1
C2_05710C_A	orf19.6882.1	
C2_05720C_A	orf19.6883	
C2_05730C_A	orf19.6884	GWT1
C2_05740W_A	orf19.6885	SPO7
C2_05750W_A	orf19.6886	
C2_05760C_A	orf19.6887	
C2_05770W_A	orf19.6888	
C2_05780C_A	orf19.6889	MKK2
C2_05790C_A	orf19.6891	RFC1
C2_05800C_A	orf19.6893	
C2_05810W_A	orf19.5204	
C2_05820W_A	orf19.5205	
C2_05830C_A	orf19.5206	
C2_05840W_A	orf19.5207	
C2_05850C_A	orf19.5209	
C2_05860C_A	orf19.5210	
C2_05870W_A	orf19.5210.1	
C2_05880W_A	snR49a	
C2_05890C_A	orf19.5211	IDP1
C2_05900W_A	orf19.5212	
C2_05910W_A	orf19.5213	
C2_05920C_A	orf19.5213.1	COX8
C2_05930W_A	orf19.5213.2	COX9
C2_05940C_A	orf19.5214	VPS33
C2_05950C_A	orf19.5215	TES15
C2_05960C_A	orf19.5216	
C2_05970C_A	orf19.5217	TES1
C2_05980C_A	orf19.4122	
C2_05990C_A	orf19.4121	
C2_06000W_A	orf19.4120	LAS1
C2_06010W_A	orf19.4119	SPO72
C2_06020W_A	orf19.4118	CNT
C2_06030W_A	orf19.4117	
C2_06040C_A	orf19.4116	
C2_06050C_A	tM(CAU)3	tM(CAU)3
C2_06060C_A	orf19.4115	
C2_06070W_A	orf19.4114	FAA2-1
C2_06080C_A	orf19.4112	
C2_06090W_A	orf19.4110	
C2_06100W_A	orf19.4109	PMT4
C2_06110W_A	orf19.4107	
C2_06120C_A	orf19.4106	
C2_06130W_A	orf19.4105	CSM3
C2_06140C_A	orf19.4104	
C2_06150C_A	orf19.4102	RPN10
C2_06160W_A	orf19.4101	
C2_06170C_A	orf19.4099	ECM17
C2_06180C_A	orf19.5479	FGR12
C2_06190W_A	orf19.5480	ILV1
C2_06200C_A	orf19.5483	
C2_06210C_A	orf19.5484	SER1
C2_06220C_A	orf19.5485	MEC3
C2_06230W_A	orf19.5486	
C2_06240W_A	orf19.5486.1	SMD2
C2_06250C_A	orf19.5487	CDC46
C2_06260W_A	orf19.5488	
C2_06270W_A	orf19.5489	
C2_06280C_A	orf19.5491	
C2_06290C_A	orf19.5491.1	ATP14
C2_06300W_A	orf19.5492	
C2_06310C_A	orf19.5493	GSP1
C2_06320W_A	orf19.5495	
C2_06330C_A	orf19.5496	AVT1
C2_06340W_A	orf19.5498	EFH1
C2_06350C_A	orf19.5499	
C2_06360C_A	orf19.5500	MAK16
C2_06370C_A	orf19.17	SCP1
C2_06390C_A	orf19.18	IMH3
C2_06400C_A	snR54	
C2_06410W_A	snR50	
C2_06420C_A	orf19.20	RTS1
C2_06430C_A	orf19.21	
C2_06440C_A	orf19.22	
C2_06460W_A	orf19.23	RTA3
C2_06470W_A	orf19.24	RTA2
C2_06480W_A	orf19.25	
C2_06490W_A	orf19.26	
C2_06500W_A	tI(AAU)1	tI(AAU)1
C2_06510W_A	orf19.27	
C2_06520C_A	orf19.28	
C2_06530W_A	orf19.29	
C2_06540C_A	orf19.30	SPF1
C2_06550W_A	orf19.31	
C2_06560W_A	snR8b	
C2_06570C_A	orf19.33	
C2_06590C_A	orf19.34	GIT1
C2_06600W_A	orf19.35	
C2_06610C_A	orf19.35.1	
C2_06620W_A	orf19.36	
C2_06630C_A	orf19.36.1	
C2_06640C_A	orf19.1295	VAS1
C2_06650C_A	orf19.1296	
C2_06660W_A	orf19.81	
C2_06670C_A	orf19.1223	DBF2
C2_06680W_A	orf19.1224	FRP3
C2_06690C_A	orf19.1225	PEX22
C2_06700W_A	orf19.3152	AMO2
C2_06710W_A	orf19.3151	
C2_06720W_A	orf19.3150	GRE2
C2_06730W_A	orf19.3149	LSP1
C2_06740W_A	orf19.3148	
C2_06750C_A	orf19.3147	
C2_06760C_A	orf19.2227	
C2_06770W_A	orf19.2228	
C2_06780C_A	orf19.2229	
C2_06790W_A	orf19.2230	
C2_06800C_A	orf19.2231	
C2_06810C_A	orf19.2232	RPL11
C2_06820C_A	orf19.2233	PRE2
C2_06830C_A	orf19.2236	FHL1
C2_06840W_A	orf19.2237	SPR1
C2_06850W_A	orf19.2237.1	
C2_06860W_A	orf19.2238	LTE1
C2_06870C_A	orf19.2241	PST1
C2_06880C_A	orf19.2242	PRB1
C2_06890C_A	orf19.2244	
C2_06910W_A	orf19.2245	YPT72
C2_06920C_A	orf19.2246	
C2_06930C_A	orf19.2247	
C2_06940C_A	orf19.2248	ARE2
C2_06950C_A	orf19.2249	
C2_06960W_A	orf19.2250	SPE3
C2_06970W_A	orf19.2251	AAH1
C2_06980W_A	orf19.2252	
C2_06990W_A	orf19.2253	
C2_07000W_A	orf19.2256	
C2_07010W_A	orf19.2257	
C2_07020C_A	orf19.2258	
C2_07030C_A	orf19.2259	
C2_07040W_A	orf19.2260	
C2_07060W_A	orf19.2261	
C2_07070W_A	orf19.2262	
C2_07080C_A	orf19.2263	
C2_07090C_A	orf19.2264	OLE2
C2_07100W_A	orf19.2265	
C2_07110C_A	orf19.2266	
C2_07120W_A	orf19.2267	RFA2
C2_07130C_A	orf19.2268	RCK2
C2_07140W_A	orf19.2269	
C2_07160W_A	orf19.2270	SMF12
C2_07170C_A	orf19.2272	AFT2
C2_07180W_A	orf19.2274	
C2_07190C_A	orf19.2275	
C2_07200W_A	orf19.2276	
C2_07210C_A	orf19.2277	TPK2
C2_07220W_A	orf19.2278	
C2_07230C_A	orf19.2280	ZCF10
C2_07240C_A	orf19.2281	
C2_07250C_A	orf19.2282	
C2_07260C_A	orf19.2283	DQD1
C2_07270W_A	orf19.2284	
C2_07280W_A	orf19.2285	
C2_07290W_A	orf19.2286	
C2_07300C_A	orf19.2287	RPA12
C2_07310W_A	orf19.2288	CCT5
C2_07320W_A	orf19.2289	ARP3
C2_07330W_A	orf19.2290	TOR1
C2_07340W_A	orf19.1902	NOC4
C2_07350W_A	orf19.1901	MCM3
C2_07360W_A	orf19.1900	
C2_07370W_A	orf19.1897	
C2_07380W_A	orf19.1896	SSC1
C2_07390C_A	orf19.1893	
C2_07400C_A	orf19.1891	APR1
C2_07410W_A	orf19.1890	
C2_07420W_A	orf19.1889	
C2_07430C_A	orf19.1888	
C2_07440C_A	orf19.1887	
C2_07450C_A	orf19.1886	RCL1
C2_07460W_A	orf19.1885	TAF4
C2_07470W_A	orf19.1883	YCS4
C2_07480W_A	orf19.1881	LPT1
C2_07490W_A	orf19.1880	HEM15
C2_07500C_A	orf19.1878	MED4
C2_07510W_A	orf19.1877	
C2_07520C_A	orf19.1876	
C2_07530C_A	orf19.1874	
C2_07540W_A	orf19.1873	
C2_07550W_A	orf19.1872	
C2_07560W_A	orf19.1871	SWR1
C2_07570W_A	orf19.1868	RNR22
C2_07580W_A	orf19.1867	
C2_07590W_A	orf19.1866	VMA10
C2_07600C_A	orf19.1865	MSC7
C2_07610C_A	orf19.1864	
C2_07620W_A	orf19.1863	
C2_07630C_A	orf19.1862	
C2_07640W_A	orf19.1861	
C2_07650C_A	orf19.1860.1	
C2_07660W_A	orf19.2216	PDS5
C2_07670C_A	orf19.2215	GLE1
C2_07680W_A	orf19.2214	
C2_07690W_A	orf19.2213	
C2_07700C_A	orf19.2212	
C2_07710W_A	orf19.2211	
C2_07720C_A	orf19.2210	
C2_07730W_A	orf19.2209	YVC1
C2_07740W_A	orf19.2208	
C2_07750W_A	orf19.2204.2	RHO2
C2_07760W_A	orf19.2204	
C2_07770C_A	orf19.2203.1	
C2_07780W_A	orf19.2203	
C2_07790C_A	orf19.2202	
C2_07800W_A	orf19.2201	
C2_07810W_A	orf19.2200	
C2_07820C_A	orf19.2199	PHO86
C2_07830W_A	orf19.2198	FLC3
C2_07840W_A	orf19.2197	
C2_07850C_A	tM(CAU)2	tM(CAU)2
C2_07860W_A	orf19.2196	
C2_07870C_A	orf19.2195	
C2_07880W_A	orf19.2194	APM4
C2_07890W_A	orf19.2193	PRS5
C2_07900W_A	orf19.2192	GDH2
C2_07910C_A	orf19.2191.1	
C2_07920W_A	orf19.2191	
C2_07930C_A	orf19.2190	VRP1
C2_07940C_A	orf19.2187	ALG7
C2_07950W_A	orf19.2186	SEH1
C2_07960C_A	orf19.2185	NSA1
C2_07970W_A	tI(AAU)2	tI(AAU)2
